Zitat,Kategorie,Quelle/Buchtitel,Jahr,Link
"Nichts Schön´res kann es auf der Welt Für Menschenkinder geben Als in der Tasche etwas Geld- Ein fröhliches Radfahrleben!", Gereimtes, Wegweiser für Rad- und Automobile im Königreich Sachsen, 1903, http://digital.slub-dresden.de/werkansicht/dlf/174396/4/0/
